"author","year","title","exposure","outcome","outcome_info","outcome_group","MR_design","MR_method","effect_estimate","estimate"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","IL6","log IL6","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.12"
"Oikonen",2012,"Associations between serum uric acid and markers of subclinical atherosclerosis in young adults. The cardiovascular risk in Young Finns study","BMI","IMT","intima media thickness","cardiovascular","One-sample","Inverse variance weighted","Beta","0.618"
"Oikonen",2012,"Associations between serum uric acid and markers of subclinical atherosclerosis in young adults. The cardiovascular risk in Young Finns study","BMI","IMT","intima media thickness","cardiovascular","One-sample","Inverse variance weighted","Beta","-0.693"
"Bao",2018,"Assessing the robustness of sisVIVE in a Mendelian randomization study to estimate the causal effect of body mass index on income using multiple SNPs from understanding society","BMI","income","average annual income","social","One-sample","Two-stage-least-squares","Beta","-4.80E-02"
"Bao",2018,"Assessing the robustness of sisVIVE in a Mendelian randomization study to estimate the causal effect of body mass index on income using multiple SNPs from understanding society","BMI","income","average annual income","social","Two-sample summary-level","Two-stage-least-squares","Beta","-0.154"
"Bockerman",2018,"The effect of weight on labor market outcomes: An application of genetic instrumental variables","BMI","income","annual income","social","One-sample","Two-stage-least-squares","Mean value for the dependet variable","-7.10E-02"
"Bockerman",2018,"The effect of weight on labor market outcomes: An application of genetic instrumental variables","BMI","income","social income","social","One-sample","Two-stage-least-squares","Mean value for the dependet variable","0.03"
"Bockerman",2018,"The effect of weight on labor market outcomes: An application of genetic instrumental variables","BMI","income","average social income","social","One-sample","Two-stage-least-squares","Mean value for the dependet variable","6.10E-02"
"Laura D Howe",2019,"Effects of body mass index on relationship status, social contact and socio-economic position: Mendelian randomization and within-sibling study in UK Biobank","BMI","income","annual household","social","One-sample","Two-stage-least-squares regression","OR","-0.08"
"Laura D Howe",2019,"Effects of body mass index on relationship status, social contact and socio-economic position: Mendelian randomization and within-sibling study in UK Biobank","BMI","income","annual household","social","One-sample","Two-stage-least-squares regression","OR","-0.05"
"Laura D Howe",2019,"Effects of body mass index on relationship status, social contact and socio-economic position: Mendelian randomization and within-sibling study in UK Biobank","BMI","income","annual household","social","One-sample","Two-stage-least-squares regression","OR","-0.09"
"Tyrrell",2016,"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank","BMI","income","annual household income","social","One-sample","Two-stage-least-squares","Beta","-0.05"
"Tyrrell",2016,"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank","BMI","income","annual household income","social","One-sample","Two-stage-least-squares","Beta","0.06"
"Tyrrell",2016,"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank","BMI","income","annual household income","social","One-sample","Two-stage-least-squares","Beta","-0.14"
"Zeng",2019,"Causal Association between Birth Weight and Adult Diseases: Evidence from a Mendelian Randomisation Analysis","birth weight","inflammatory bowel disease","inflammatory bowel disease","gastrointestinal","Two-sample summary-level","Inverse variance weighted","OR","1.09"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","insulin","log insulin","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.39"
"Millard",2015,"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes, using Mendelian randomization","BMI","insulin","insulin","metabolic","MR-PheWAS","Two-stage-least-squares","Beta","0.299"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","insulin","log insulin","metabolic","One-sample","Two-stage-least-squares","Beta","0.0336"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","WHRadjBMI","insulin","log insulin","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","0.33"
"Astley",2018,"Genetic evidence that carbohydrate-stimulated insulin secretion leads to obesity","BMI","insulin secretion","insulin secretion","metabolic","Two-sample summary-level (bi-directional)","Inverse variance weighted","Beta","0.115"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","BMI","insulin secretion","Stumvoll first-phase","metabolic","One-sample","Two-stage-least-squares","Beta","0.518"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","BMI","insulin secretion","Stumvoll second-phase","metabolic","One-sample","Two-stage-least-squares","Beta","0.475"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","insulin secretion","Stumvoll first-phase","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","0.101"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","insulin secretion","Stumvoll second-phase","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","7.30E-02"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","WHR","insulin secretion","Stumvoll first-phase","metabolic","One-sample","Two-stage-least-squares","Beta","0.42"
"Wang",2016,"Overall and central obesity with insulin sensitivity and
secretion in a Han Chinese population: a Mendelian
randomization analysis","WHR","insulin secretion","Stumvoll second-phase","metabolic","One-sample","Two-stage-least-squares","Beta","0.356"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","WHR","insulin secretion","Stumvoll first-phase","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","0.145"
"Wang",2018,"Causal Association of Overall Obesity and Abdominal Obesity with Type 2 Diabetes: A Mendelian Randomization Analysis","WHR","insulin secretion","Stumvoll second-phase","metabolic","one-sample meta-analysis","Meta-analysis (fixed or random effects)","Beta","9.20E-02"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","BMI","irritable bowel syndrome","irritable bowel syndrome","gastrointestinal","Generalized summary data-based MR (GSMR)","GSMR","OR","0.879666305"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","irritable bowel syndrome","irritable bowel syndrome","gastrointestinal","One-sample","Logistic regression model","OR","1.19"
"Zhu",2018,"Causal associations between risk factors and common diseases inferred from GWAS summary data","WHRadjBMI","irritable bowel syndrome","irritable bowel syndrome","gastrointestinal","Generalized summary data-based MR (GSMR)","GSMR","OR","1.103490511"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","isoleucine","isoleucine","metabolic","One-sample","Two-stage-least-squares","Beta","1.03"
"Emdin",2017,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease","WHRadjBMI","joint pain","joint pain","skeletal","One-sample","Logistic regression model","OR","1.04"
"Benn",2016,"High body mass index and cancer risk—a Mendelian randomisation study","BMI","kidney cancer","kidney cancer","cancer","One-sample","Two-stage-least-squares","HR","1"
"Brennan",2009,"Obesity and cancer: Mendelian randomization approach utilizing the FTO genotype","BMI","kidney cancer","kidney cancer","cancer","One-sample","Not discussed","OR","1.06"
"Brennan",2009,"Obesity and cancer: Mendelian randomization approach utilizing the FTO genotype","BMI","kidney cancer","young onset","cancer","One-sample","Not discussed","OR","1.44"
"Brennan",2009,"Obesity and cancer: Mendelian randomization approach utilizing the FTO genotype","BMI","kidney cancer","old onset","cancer","One-sample","Not discussed","OR","1"
"Gharahkhani",2019,"Effect of increased body mass index on risk of diagnosis or death from cancer","BMI","kidney cancer","kidney cancer","cancer","One-sample","Inverse variance weighted (fixed effects)","OR","0.93"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","lactate","lactate","metabolic","One-sample","Two-stage-least-squares","Beta","0.00561"
"Au Yeung",2016,"Birth weight and risk of ischemic
heart disease: A Mendelian
randomization study","birth weight","LDL","LDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-9.60E-03"
"Au Yeung",2016,"Birth weight and risk of ischemic
heart disease: A Mendelian
randomization study","birth weight","LDL","LDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-1.50E-02"
"Au Yeung",2016,"Birth weight and risk of ischemic
heart disease: A Mendelian
randomization study","birth weight","LDL","LDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-1.20E-02"
"Zanetti",2018,"Birthweight, Type 2 Diabetes Mellitus, and Cardiovascular Disease: Addressing the Barker Hypothesis With Mendelian Randomization","birth weight","LDL","SD","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.11"
"Dale",2017,"Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes and Type 2 Diabetes: A Mendelian Randomization Analysis","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Mean difference","-0.05"
"Fall",2013,"The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (multiplicative random effects)","Beta","1.10E-02"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.15"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","−0.10"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.1"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.04"
"Fall",2015,"Age- and Sex-Specific Causal Effects
of Adiposity on Cardiovascular
Risk Factors","BMI","LDL","LDL","metabolic","one-sample meta-analysis","Inverse variance weighted (fixed effects)","Beta","0.08"
"Geng",2018,"Childhood BMI and Adult Type 2 Diabetes, Coronary Artery Diseases, Chronic Kidney Disease, and Cardiometabolic Traits: A Mendelian Randomization Analysis","BMI","LDL","LDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-3.00E-03"
"Holmes",2014,"Causal Effects of Body Mass Index
on Cardiometabolic Traits and Events: A Mendelian Randomization Analysis","BMI","LDL","LDL","metabolic","One-sample","Two-stage-least-squares","Beta","-0.04"
"Wang",2018,"Type 2 Diabetes and Adiposity Induce Different Lipid Profile Disorders: A Mendelian Randomization Analysis","BMI","LDL","LDL","metabolic","One-sample","Wald ratio","Beta","0.364"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","LDL","LDL","metabolic","One-sample","Two-stage-least-squares","Beta","0.032"
"Winkler",2018,"A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications","BMI","LDL","LDL","metabolic","Two-sample summary-level","Inverse variance weighted","Beta","-0.052"
